 GeoStep   ADMPstep   Time, fs    SCF Energy, au   E-Ebeg,kcal/mol  E-E1,kcal/mol  EkinC(~T)     EkinP(A+B)    Ekin        Epot=Escf   Etot=Ekin+Epot  Etot-EkinP=EkinC+Epot  T,K    Connectivity, Rmax=  3.50
    7699   76980    15396.00      -1800.76018614       15.12       15.12           0.008126      0.000067      0.008193  -1800.760186  -1800.751993  -1800.752060            214.00       1    15.39600
    7700   76990    15398.00      -1800.76006755       15.19       15.19           0.008006      0.000068      0.008075  -1800.760068  -1800.751993  -1800.752061            210.84       1    15.39800
    7701   77000    15400.00      -1800.75996483       15.25       15.25           0.007904      0.000068      0.007972  -1800.759965  -1800.751993  -1800.752061            208.14       1    15.40000
    7702   77010    15402.00      -1800.75986912       15.31       15.31           0.007806      0.000070      0.007876  -1800.759869  -1800.751993  -1800.752063            205.58       1    15.40200
    7703   77020    15404.00      -1800.75977571       15.37       15.37           0.007713      0.000069      0.007783  -1800.759776  -1800.751993  -1800.752062            203.13       1    15.40400
    7704   77030    15406.00      -1800.75968444       15.43       15.43           0.007623      0.000068      0.007692  -1800.759684  -1800.751993  -1800.752061            200.76       1    15.40600
    7705   77040    15408.00      -1800.75959974       15.48       15.48           0.007534      0.000073      0.007607  -1800.759600  -1800.751993  -1800.752066            198.40       1    15.40800
    7706   77050    15410.00      -1800.75951146       15.54       15.54           0.007448      0.000070      0.007519  -1800.759511  -1800.751993  -1800.752063            196.14       1    15.41000
    7707   77060    15412.00      -1800.75942763       15.59       15.59           0.007367      0.000068      0.007435  -1800.759428  -1800.751993  -1800.752061            194.01       1    15.41200
    7708   77070    15414.00      -1800.75935452       15.64       15.64           0.007294      0.000068      0.007362  -1800.759354  -1800.751993  -1800.752060            192.09       1    15.41400
    7709   77080    15416.00      -1800.75929433       15.67       15.67           0.007235      0.000066      0.007302  -1800.759294  -1800.751993  -1800.752059            190.54       1    15.41600
    7710   77090    15418.00      -1800.75925846       15.70       15.70           0.007195      0.000071      0.007266  -1800.759258  -1800.751993  -1800.752064            189.48       1    15.41800
    7711   77100    15420.00      -1800.75924454       15.71       15.71           0.007181      0.000070      0.007252  -1800.759245  -1800.751993  -1800.752063            189.12       1    15.42000
    7712   77110    15422.00      -1800.75927026       15.69       15.69           0.007211      0.000067      0.007278  -1800.759270  -1800.751993  -1800.752060            189.89       1    15.42200
    7713   77120    15424.00      -1800.75933216       15.65       15.65           0.007276      0.000063      0.007340  -1800.759332  -1800.751993  -1800.752056            191.62       1    15.42400
    7714   77130    15426.00      -1800.75944636       15.58       15.58           0.007383      0.000071      0.007454  -1800.759446  -1800.751993  -1800.752063            194.43       1    15.42600
    7715   77140    15428.00      -1800.75961105       15.48       15.48           0.007546      0.000072      0.007618  -1800.759611  -1800.751993  -1800.752065            198.73       1    15.42800
    7716   77150    15430.00      -1800.75982931       15.34       15.34           0.007765      0.000071      0.007836  -1800.759829  -1800.751993  -1800.752064            204.49       1    15.43000
    7717   77160    15432.00      -1800.76010092       15.17       15.17           0.008042      0.000066      0.008108  -1800.760101  -1800.751993  -1800.752058            211.79       1    15.43200
    7718   77170    15434.00      -1800.76042758       14.96       14.96           0.008363      0.000072      0.008435  -1800.760428  -1800.751993  -1800.752064            220.24       1    15.43400
    7719   77180    15436.00      -1800.76080363       14.73       14.73           0.008737      0.000074      0.008811  -1800.760804  -1800.751993  -1800.752067            230.09       1    15.43600
    7720   77190    15438.00      -1800.76122496       14.46       14.46           0.009159      0.000073      0.009232  -1800.761225  -1800.751993  -1800.752066            241.20       1    15.43800
    7721   77200    15440.00      -1800.76168558       14.17       14.17           0.009617      0.000076      0.009693  -1800.761686  -1800.751993  -1800.752068            253.26       1    15.44000
    7722   77210    15442.00      -1800.76216510       13.87       13.87           0.010095      0.000077      0.010172  -1800.762165  -1800.751993  -1800.752070            265.85       1    15.44200
    7723   77220    15444.00      -1800.76266481       13.56       13.56           0.010596      0.000076      0.010672  -1800.762665  -1800.751993  -1800.752068            279.05       1    15.44400
    7724   77230    15446.00      -1800.76317045       13.24       13.24           0.011096      0.000082      0.011178  -1800.763170  -1800.751993  -1800.752075            292.20       1    15.44600
    7725   77240    15448.00      -1800.76366973       12.93       12.93           0.011599      0.000078      0.011677  -1800.763670  -1800.751993  -1800.752070            305.46       1    15.44800
    7726   77250    15450.00      -1800.76415381       12.63       12.63           0.012081      0.000080      0.012161  -1800.764154  -1800.751993  -1800.752073            318.14       1    15.45000
    7727   77260    15452.00      -1800.76460711       12.34       12.34           0.012526      0.000088      0.012614  -1800.764607  -1800.751993  -1800.752081            329.86       1    15.45200
    7728   77270    15454.00      -1800.76502161       12.08       12.08           0.012944      0.000085      0.013029  -1800.765022  -1800.751993  -1800.752078            340.86       1    15.45400
    7729   77280    15456.00      -1800.76538630       11.85       11.85           0.013305      0.000088      0.013393  -1800.765386  -1800.751993  -1800.752081            350.39       1    15.45600
    7730   77290    15458.00      -1800.76570308       11.65       11.65           0.013626      0.000084      0.013710  -1800.765703  -1800.751993  -1800.752077            358.85       1    15.45800
    7731   77300    15460.00      -1800.76595675       11.49       11.49           0.013879      0.000085      0.013964  -1800.765957  -1800.751993  -1800.752078            365.48       1    15.46000
    7732   77310    15462.00      -1800.76615061       11.37       11.37           0.014068      0.000089      0.014158  -1800.766151  -1800.751993  -1800.752082            370.48       1    15.46200
    7733   77320    15464.00      -1800.76628069       11.29       11.29           0.014198      0.000090      0.014288  -1800.766281  -1800.751993  -1800.752083            373.89       1    15.46400
    7734   77330    15466.00      -1800.76634648       11.25       11.25           0.014263      0.000091      0.014354  -1800.766347  -1800.751993  -1800.752084            375.60       1    15.46600
    7735   77340    15468.00      -1800.76635061       11.25       11.25           0.014275      0.000082      0.014358  -1800.766351  -1800.751993  -1800.752075            375.93       1    15.46800
    7736   77350    15470.00      -1800.76629739       11.28       11.28           0.014221      0.000084      0.014305  -1800.766297  -1800.751993  -1800.752076            374.50       1    15.47000
    7737   77360    15472.00      -1800.76619937       11.34       11.34           0.014116      0.000090      0.014207  -1800.766199  -1800.751993  -1800.752083            371.74       1    15.47200
    7738   77370    15474.00      -1800.76605037       11.44       11.44           0.013973      0.000084      0.014058  -1800.766050  -1800.751993  -1800.752077            367.98       1    15.47400
